ingredient_id,ingredient_name,base_category,function_jp,function_en,function_cn,product_count,popularity_score,recommendation_score,raw_material_examples,products
ING-0011,還元型コエンザイムQ10,コエンザイムQ10,リラックス|疲労感|肌の健康|睡眠|目の健康|抗酸化|認知機能|集中力|免疫|体脂肪|筋肉,Stress Relief|Anti-Fatigue|Skin Health|Sleep Quality|Eye Health|Antioxidant|Cognitive Function|Concentration|Immunity|Body Fat|Muscle Health,放松减压|抗疲劳|皮肤健康|睡眠质量|眼部健康|抗氧化|认知功能|专注力|免疫力|体脂肪|肌肉健康,101,100,100,ユビキノール（還元型コエンザイムQ10） / 還元型コエンザイムQ10、ヘマトコッカス藻色素 / 酢酸菌加工品、還元型コエンザイムQ10,わたしのチカラ　ＢＥＡＵＴＩＦＬＹ（ビューティフライ）|わたしのチカラ　ＢＥＡＵＴＩＦＬＹ（ビューティフライ）ｅｘ（イーエックス）|わたしのチカラ　ＥＮＥＲＧＹ（エナジー）|わたしのチカラ　ＭＯＩＳＴＷＥＬＬ（モイストウェル）|わたしのチカラ　Ｑ１０ヨーグルト　うる肌ケア・ストレス　ドリンクタイプ|わたしのチカラ　Ｑ１０ヨーグルト　うる肌ケア・睡眠　ドリンクタイプ|わたしのチカラ　Ｑ１０ヨーグルト　ドリンクタイプ|わたしのチカラ　Ｑ１０ヨーグルト　Ｂ|わたしのチカラ　ＷＡＬＫ（ウォーク）|わたしのチカラＱ１０ドリンク　すこやかリズム|インシップ還元型コエンザイムＱ１０|カネカＱ１０果実グミ（シャインマスカット味）|カネカＱ１０果実グミ（ジューシーピーチ味）|カネカＱ１０果実グミ（レモンソーダ味）|カネカＱ１０果実グミ（和梨味）|キョーリック　還元型コエンザイムＱ１０（キューテン）　ソフトカプセル|キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア・疲労感ダウン|コエンザイムＱ１０ダイレクトａ|コエンザイムＱ１０（キューテン）　還元型|スキンサイクル|ストレキール|ナイトヴェール　サプリメント|ナイトヴェール　ドリンク|メタグラボＥＸ（イーエックス）|ローヤルＱ（キュー）１０スーパーゴールドα（アルファ）|健康きらり　還元型コエンザイムＱ（キュー）１０（テン）|健康きらり　還元型コエンザイムＱ１０（キューテン）ＰＲＥＭＩＵＭ（プレミアム）２００|免疫習慣＋（プラス）還元型コエンザイムＱ１０（キューテン）|還元型コエンザイムＱ１０|還元型コエンザイムＱ１０
ING-0012,ヒハツ由来ピペリン類,ヒハツ,血流|肌の健康|体脂肪|睡眠|リラックス|疲労感|目の健康|血圧|筋肉|腸内環境|骨の健康|関節|中性脂肪|妊活・妊娠期|尿酸値|アレルギー|血糖値|認知機能,Blood Circulation|Skin Health|Body Fat|Sleep Quality|Stress Relief|Anti-Fatigue|Eye Health|Blood Pressure|Muscle Health|Gut Health|Bone Health|Joint Health|Triglycerides|Pregnancy Support|Uric Acid|Allergy Relief|Blood Sugar|Cognitive Function,血液循环|皮肤健康|体脂肪|睡眠质量|放松减压|抗疲劳|眼部健康|血压|肌肉健康|肠道健康|骨骼健康|关节健康|甘油三酯|备孕|尿酸水平|抗过敏|血糖调节|认知功能,96,100,100,ヒハツエキス末（でんぷん分解物、ヒハツエキス） / ヒハツ抽出物、GABA / ヒハツ抽出物（デキストリン、ヒハツエキス）,いきいきライフ|おいしく整う和漢習慣タブレット　むくみと冷え|かるポカ　めぐりのヒハツ|どうにかしたい！脚のむくみ|にんにく生姜　Ｗａｒｍ（ウォーム）|ねむリラクｂ|むくみキュット|むくみクリア|むくみサポート|むくみスラット|むくみ減粒|めぐりすらり|イクモアロイヤルサプリメント|オトナ女性の冷え・脚のむくみに　ＨＩＨＡＴＳＵ（ヒハツ）|トリプルメタクリーンＭＨＳ（エムエイチエス）プラス|ノエビア　すっきり快眠|ヒハツエクセレントモア|ヒハツジンジャー|ヒハツ＆ギャバの恵み|ファインベース　メタヘルナイン７５００|フェムボラサプリメント　ラフマ・ヒハツ|フェムボラサプリメント　ｆｏｒ（フォー）冷え・むくみ|ボディサプリメント|ボラケアバランスｗｉｔｈ（ウィズ）セラミド　ヒハツα|ボラケアバランスｗｉｔｈ（ウィズ）ヒハツ|メグレア|ラクルル|レッグ女神|健康きらり　楽々温活|冷えケア
ING-0013,N-アセチルグルコサミン,グルコサミン,関節|肌の健康|骨の健康|筋肉|睡眠|腸内環境|疲労感|目の健康|血流|リラックス|体脂肪|認知機能,Joint Health|Skin Health|Bone Health|Muscle Health|Sleep Quality|Gut Health|Anti-Fatigue|Eye Health|Blood Circulation|Stress Relief|Body Fat|Cognitive Function,关节健康|皮肤健康|骨骼健康|肌肉健康|睡眠质量|肠道健康|抗疲劳|眼部健康|血液循环|放松减压|体脂肪|认知功能,94,100,100,N-アセチルグルコサミン、ブラックジンジャー抽出物 / N-アセチルグルコサミン（国内製造） / N-アセチルグルコサミン、サケ鼻軟骨抽出物（プロテオグリカン、非変性Ⅱ型コラーゲンを含む）,えがお　グルコサミンゴールド|かいだんら～くＧ|かんで食べるＮーアセチルグルコサミンＧ|ぎゅっとグルコサミン|さっと飲めるＮーアセチルグルコサミンＧ|ひざのサポートにＮ．アセチルグルコサミン|ひざケア|ひざ楽ティブ|ひざ楽茶|ひざ腰習慣|ひざ関節のお悩み改善サポート|ひざ関節グルコサミン＆コラーゲンＷ|ふしぶしの恵オチャコサミン|ふっかるコラーゲンａ|わさび＆Ｎ－アセチルグルコサミン|アシタバグルコサミンＪＪ（ジェイジェイ）|アユメイトｂ|アユメリア|アルクーノ|アルークα（アルファ）膝（ひざ）マスター|インナースマート|ウェルネスＨＢ（エイチビー）ヘルスビューティーａ|ウルトラプロテイン　プレミアム＋（プラス）Ｎ‐アセチルグルコサミンｂ（ビー）|グルコサミン　ゼリーＮＡ（エヌエー）|グルコサミンパワー　せんいプラス　１００ｍｌ|グルコサミンパワー　１００ｍｌ|グルコサミン炭酸水|コラーゲンドリンクＷ（ダブル）|ジョイントアクティブ|ジョイントプロ極
ING-0014,葛の花由来イソフラボン,大豆イソフラボン,体脂肪|筋肉|腸内環境|関節|血圧|骨の健康|中性脂肪|血管の健康,Body Fat|Muscle Health|Gut Health|Joint Health|Blood Pressure|Bone Health|Triglycerides|Vascular Health,体脂肪|肌肉健康|肠道健康|关节健康|血压|骨骼健康|甘油三酯|血管健康,90,100,100,"葛の花抽出物、サケ鼻軟骨抽出物 / 葛の花抽出物、バナバ葉抽出物 / ラクトフェリン（乳由来）
葛の花抽出物",おなかの脂肪が気になる方のタブレット（粒タイプ）ａ|おなかの脂肪対策タブレット（粒タイプ）|おなかの脂肪対策タブレットＰＲＥＭＩＵＭ（プレミアム）（粒タイプ）|げんび|みなわ発酵の爽軽青汁|ウエストアシスト|ウエストリッチ　葛の花|エブリ水|オモニストン|シェイプライフ青汁|スリーダウンルイボスティー|ファットケア　タブレット（粒タイプ）|ファットダウンサポートスムージー|ファットダウンサポートスムージー　アサイーバナナ風味|ヘラスリム　タブレットタイプ|ヘラスリム　トリプルストック|ヘルノダ|マリネスサプリ　葛の花|メタストンＷ|メタバリア葛の花イソフラボンＥＸａ（イーエックスエー）|メタボメ青汁スッキリーナ|メタボメ青汁スッキリーナ　乳酸菌＋α|ラミュレバーン|ルイボスティー|内臓脂肪ケア|新谷酵素　葛の花|杜仲茶|機能性表示食品あじかん焙煎ごぼう茶ごぼうのおかげＷ|機能性表示食品キレイごぼう茶|減脂生活＜葛の花＞
ING-0015,ラフマ由来イソクエルシトリン,ラフマイソクエルシトリン,睡眠|リラックス|疲労感|妊活・妊娠期|肌の健康|目の健康|腸内環境|血流|骨の健康|口腔ケア|認知機能|集中力|体脂肪|関節,Sleep Quality|Stress Relief|Anti-Fatigue|Pregnancy Support|Skin Health|Eye Health|Gut Health|Blood Circulation|Bone Health|Oral Health|Cognitive Function|Concentration|Body Fat|Joint Health,睡眠质量|放松减压|抗疲劳|备孕|皮肤健康|眼部健康|肠道健康|血液循环|骨骼健康|口腔健康|认知功能|专注力|体脂肪|关节健康,88,100,100,"ラフマ葉抽出物、ＧＡＢＡ / 殺菌植物性乳酸菌末（殺菌植物性乳酸菌、デキストリン）、ラフマ葉抽出物 / ラフマ由来ヒペロシド、ラフマ由来イソクエルシトリン：ラフマ葉抽出物
GABA：大麦乳酸発酵液ギャバ",おやすみナイト|おやすみメンテ|ぐっすりタイム|ぐっすり＆健やかな目覚めサポートタブレット|ぐっナイト|すやすやリラック睡|すや睡眠|すや睡眠　ドリンクタイプ|すや睡眠　粉末タイプ|ねむリラクｂ|ほがら茶|アロマブルーム眠りのハーブティー|グミーナ　ゆらぎサポート|スマホヘルプ|スヤスヤぐっすり夢|スヤリラ　サプリ|スヤリラ　青汁|ドリエル　ナチュラルスリープα|ドリエル　ユアリズム　ディープ|ドリエル　ユアリズム　リラックス|ネムサイクル|ネルカラ|ネルナラ|ネルナラＷ|ノエビア　すっきり快眠|ビノミン|フェムボラサプリメント　ラフマ・ヒハツ|フェムボラサプリメント　ｆｏｒ（フォー）睡眠|ベネトロン２５プラス|ボラケアバランスｗｉｔｈ（ウィズ）乳酸菌　ラフマα
ING-0016,ラフマ由来ヒペロシド,ラフマヒペロシド,睡眠|リラックス|疲労感|妊活・妊娠期|肌の健康|目の健康|腸内環境|血流|骨の健康|口腔ケア|認知機能|集中力|体脂肪|関節,Sleep Quality|Stress Relief|Anti-Fatigue|Pregnancy Support|Skin Health|Eye Health|Gut Health|Blood Circulation|Bone Health|Oral Health|Cognitive Function|Concentration|Body Fat|Joint Health,睡眠质量|放松减压|抗疲劳|备孕|皮肤健康|眼部健康|肠道健康|血液循环|骨骼健康|口腔健康|认知功能|专注力|体脂肪|关节健康,87,100,100,"ラフマ葉抽出物、ＧＡＢＡ / 殺菌植物性乳酸菌末（殺菌植物性乳酸菌、デキストリン）、ラフマ葉抽出物 / ラフマ由来ヒペロシド、ラフマ由来イソクエルシトリン：ラフマ葉抽出物
GABA：大麦乳酸発酵液ギャバ",おやすみナイト|おやすみメンテ|ぐっすりタイム|ぐっすり＆健やかな目覚めサポートタブレット|ぐっナイト|すやすやリラック睡|すや睡眠|すや睡眠　ドリンクタイプ|すや睡眠　粉末タイプ|ねむリラクｂ|ほがら茶|アロマブルーム眠りのハーブティー|グミーナ　ゆらぎサポート|スマホヘルプ|スヤリラ　サプリ|スヤリラ　青汁|ドリエル　ナチュラルスリープα|ドリエル　ユアリズム　ディープ|ドリエル　ユアリズム　リラックス|ネムサイクル|ネルカラ|ネルナラ|ネルナラＷ|ノエビア　すっきり快眠|ビノミン|フェムボラサプリメント　ラフマ・ヒハツ|フェムボラサプリメント　ｆｏｒ（フォー）睡眠|ベネトロン２５プラス|ボラケアバランスｗｉｔｈ（ウィズ）乳酸菌　ラフマα|ヨイネムリα
ING-0017,プラズマ乳酸菌,乳酸菌・プロバイオティクス,免疫|疲労感|リラックス|肌の健康|血流|睡眠|目の健康,Immunity|Anti-Fatigue|Stress Relief|Skin Health|Blood Circulation|Sleep Quality|Eye Health,免疫力|抗疲劳|放松减压|皮肤健康|血液循环|睡眠质量|眼部健康,75,100,100,"乳酸菌（殺菌）粉末 / 【プラズマ乳酸菌（L. lactis strain Plasma）】
乳酸菌殺菌乾燥粉末

【GABA】
GABA / 乳酸菌末、セラミド含有米胚芽抽出物",おいしい大豆プロテインプラズマ乳酸菌入り|すごい納豆ゴールド　プラズマ乳酸菌たれ付|アクアジュレ|キリン　おいしい免疫ケア　カロリーオフ　ａ|キリン　おいしい免疫ケア　セラミドプラス|キリン　おいしい免疫ケア　睡眠|キリン　おいしい免疫ケア　野菜　１日分|キリン　おいしい免疫ケア　野菜と果物　１食分|キリン　おいしい免疫ケア　＋ダブルビタミン|キリン　おいしい免疫ケア　２００ｍｌ　ａ|キリン　おいしい免疫ケア　ａ|キリン　スポーツ　プロフェッショナル|キリン　生茶　からだ晴れ茶|キリン　生茶　からだ晴れ茶　２８０ｍｌ|キリン　蜂蜜レモン香る　ホット生姜　２８０ｍｌ|キリン　ｉＭＵＳＥ　ｐｒｏｆｅｓｓｉｏｎａｌ（イミューズ　プロフェッショナル）　プラズマ乳酸菌サプリメント|キリン　ｉＭＵＳＥ（イミューズ）　オフ・ホワイト　ヨーグルトテイスト|キリン　ｉＭＵＳＥ（イミューズ）　オフ・ホワイト　ヨーグルトテイスト　ａ|キリン　ｉＭＵＳＥ（イミューズ）　フルーツリフレッシュ　アップルミックス|キリン　ｉＭＵＳＥ（イミューズ）　フルーツリフレッシュ　グレープフルーツミックス|キリン　ｉＭＵＳＥ（イミューズ）　ヨーグルトテイスト|キリン　ｉＭＵＳＥ（イミューズ）　ヨーグルトテイスト　ａ|キリン　ｉＭＵＳＥ（イミューズ）　レモン|キリン　ｉＭＵＳＥ（イミューズ）　免疫ケアウォーター|キリン　ｉＭＵＳＥ（イミューズ）　免疫ケアサプリメント|キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア・疲労感ダウン|キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア顆粒サプリメント|キリン　ｉＭＵＳＥ（イミューズ）　免疫ケア＋マルチビタミン８種|キリン　ｉＭＵＳＥ（イミューズ）グリーン　ａ|ノエビア　プラズマ乳酸菌　青汁ａ
ING-0019,サラシア由来サラシノール,サラシアサラシノール,血糖値|体脂肪|中性脂肪|血圧|コレステロール|抗酸化|リラックス|疲労感|腸内環境|筋肉|肌の健康,Blood Sugar|Body Fat|Triglycerides|Blood Pressure|Cholesterol|Antioxidant|Stress Relief|Anti-Fatigue|Gut Health|Muscle Health|Skin Health,血糖调节|体脂肪|甘油三酯|血压|胆固醇|抗氧化|放松减压|抗疲劳|肠道健康|肌肉健康|皮肤健康,75,100,100,"GABA（機能性関与成分：GABA）
サラシアエキス末（機能性関与成分：サラシノール） / ブラックジンジャーエキス末（ブラックジンジャーエキス、デキストリン）、サラシアエキス末 / サラシア抽出物（国内製造）、バナバ葉抽出物（デキストリン、バナバエキス）（インド製造）、大麦乳酸発酵液ギャバ",からだ応援サラシア茶ほうじハトムギ茶|からだ応援サラシア茶ジャスミン烏龍茶|からだ応援サラシア茶紅茶|すっきりサラシアキュート|すっきりサラシアピュア|すっきりサラシアプレミアム|アラプラス　糖ダウン　アラシア|ウエストメンテ|キレイの和漢　パーフェクトダイエット|キロロスＰＲＥＭＩＵＭ（プレミアム）|サキナ　グロビンペプチド|サラシア|サラシア|サラシアエクセレント|サラシアシームレスカプセル|サラシアリッチプラス|サラシア粒　ナチュラル|サラシア＆ザクロの力|サラシアｄｅ（デ）カット|スルッとプラス|ソシエ　ＤＢ（ディービー）カプセル|ディアナチュラゴールド　サラシアａ|ナップル　抑糖サプリ|ナップル　抑糖サプリａ|ナップルジーアイプラス粒ａ|ナップルジーアイプラス粒ｂ|ハイサラシア　タブレット|ミラクルリセット～生活習慣の輝き～|メタプラス　糖質ケア|メタ褒め茶　プラス
ING-0020,クエン酸,クエン酸,疲労感|筋肉|リラックス|体脂肪|血圧,Anti-Fatigue|Muscle Health|Stress Relief|Body Fat|Blood Pressure,抗疲劳|肌肉健康|放松减压|体脂肪|血压,73,100,100,果実（梅＜和歌山県産＞、レモン）、梅抽出液 / かぼす / クエン酸,うめ効果ゼリー|はちみつクエン酸梅干|みつぼしトマト　クエン酸|アクティブサプライ＋（プラス）|アミノサウルスジェル　マンゴー風味|アミノサウルスジェル　レモン風味|カラダ、潤う。ケア・ナイト|キレートレモンクエン酸（５２５ｍｌ）|キレートレモンクエン酸（９００ｍｌ）|キレートレモンクエン酸２７００|キレートレモンクエン酸２７００（ゼリー）|キレートレモンスパークリングクエン酸３０００|クエン酸|クエン酸たっぷり梅干|クエン酸ゴールドプラススティック|クエン酸プラム|クエン酸粒|クエン酸５０００スーパーチャージ|クエン酸ＰＯＷＥＲ（パワー）|サンキストレモン|スカイウォーター　グレープフルーツ味|スポーツアップ|ポッカレモン１００|リチャージアップ|匠のメンテ|梅エキス　うめ効果|梅エキス　液|梅エキス　粒|梅酢ドリンク　飲む梅干|酔わないウメッシュ
ING-0021,ターミナリアベリリカ由来没食子酸,ターミナリアベリリカ没食子酸,血糖値|体脂肪|中性脂肪|尿酸値|腸内環境|血圧|疲労感|血管の健康|睡眠|肌の健康|血流|リラックス|コレステロール|筋肉,Blood Sugar|Body Fat|Triglycerides|Uric Acid|Gut Health|Blood Pressure|Anti-Fatigue|Vascular Health|Sleep Quality|Skin Health|Blood Circulation|Stress Relief|Cholesterol|Muscle Health,血糖调节|体脂肪|甘油三酯|尿酸水平|肠道健康|血压|抗疲劳|血管健康|睡眠质量|皮肤健康|血液循环|放松减压|胆固醇|肌肉健康,72,100,100,ターミナリアベリリカ抽出物、有胞子性乳酸菌末、GABA（γ-アミノ酪酸） / ターミナリアベリリカ抽出物 / ブラックジンジャー抽出物（ブラックジンジャーエキス、デキストリン）、ターミナリアベリリカ抽出物、植物性乳酸菌粉末（植物性乳酸菌（殺菌）、デキストリン）,おなかの脂肪対策タブレットＰＲＥＭＩＵＭ（プレミアム）（粒タイプ）|げんびプレミアム|もっと、いつもを、そえて。|カロリーポンｂ|コーヒー好きのからだにいいコーヒー|シボヘールＷケア|スタイルアシスト|スリムメイト　腸活プラス|ターミナリアガード|ターミナリアスリム＋Ａ（ターミナリアスリムプラスエー）|ターミナリアファースト　プロフェッショナル４－１３|ターミナリアファースト　プロフェッショナル５－２|ナリス　カロリムーブ|ノエビア　アクティブシェイプ|ヘルシービューティ　きな粉ラテ味　個包装セットａ（エー）|ヘルシービューティ　きな粉ラテ味ａ（エー）|ヘルシービューティ　ゼリー　コーヒーゼリー味ｃ（シー）|ヘルシービューティ　ゼリー　ピーチ＆マンゴー味ｃ（シー）|ヘルシービューティ　ゼリー　レモンティ味ｃ（シー）|ヘルシービューティ　ピーチ＆マンゴー味ａ（エー）|ヘルシービューティ　ミックスベリー味ａ（エー）|ヘルシービューティ　ミルクコーヒー味ａ（エー）|ヘルシービューティ　黒ごまラテ味　個包装セットａ（エー）|ヘルシービューティ　黒ごまラテ味ａ（エー）|マリネスサプリ　ターミナリア|マルカティα|糖脂アプローチ|糖脂ブロック|糖脂抑制源ＥＸ（イーエックス）|美神苦味
ING-0018,植物性乳酸菌K-1,乳酸菌・プロバイオティクス,腸内環境|肌の健康|体脂肪|睡眠|中性脂肪|リラックス|疲労感|血糖値|目の健康|血圧|血流|認知機能|集中力|筋肉|アレルギー,Gut Health|Skin Health|Body Fat|Sleep Quality|Triglycerides|Stress Relief|Anti-Fatigue|Blood Sugar|Eye Health|Blood Pressure|Blood Circulation|Cognitive Function|Concentration|Muscle Health|Allergy Relief,肠道健康|皮肤健康|体脂肪|睡眠质量|甘油三酯|放松减压|抗疲劳|血糖调节|眼部健康|血压|血液循环|认知功能|专注力|肌肉健康|抗过敏,75,97,99,植物性乳酸菌粉末（植物性乳酸菌（殺菌）、デキストリン） / 殺菌植物性乳酸菌末（殺菌植物性乳酸菌、デキストリン）、ラフマ葉抽出物 / ブラックジンジャー抽出物（ブラックジンジャーエキス、デキストリン）、ターミナリアベリリカ抽出物、植物性乳酸菌粉末（植物性乳酸菌（殺菌）、デキストリン）,おおむぎ工房　乳酸菌ダクワーズプラス|おなかすっきりのお守り|お肌と乳酸菌|からだにユーグレナ　ピーチミックス風味　乳酸菌入り|きらめき青汁　ｕｃｈｉｋａｒａ（ウチカラ）|すっきり小粒|するっとカフェプレミアム|するっと抹茶プレミアム|ほそリズム|カラダに美味しい　オリーヴの健康青汁|キョーリック　ヘスペリジン＋（プラス）乳酸菌|サラシアリッチプラス|シュワッと健康サプリ　うるおい乳酸菌|スヤリラ　サプリ|スリムエールＷ（ダブル）|スリムデール|スリムメイト　腸活プラス|スルーモイスト|ダブルでうれしいプレミアム野菜|ツージーファイン乳酸菌プラス|バナナの腸活フルーツ青汁α|ビフィラック　フローラアクティブ５００　タブレット|フェムボラサプリメント　ｆｏｒ（フォー）睡眠|ブレインスリープ　サプリメント　ＧＡＢＡ（ギャバ）|ブレインスリープ　サプリメント　ＧＡＢＡ（ギャバ）＋サーモ|ブレインスリープ　サプリメント　ＧＡＢＡ（ギャバ）＋ダイエット|プレミアムカロリミット|ボラケアバランスｗｉｔｈ（ウィズ）乳酸菌　ラフマα|メタガード|万田発酵のつるんとライフ
ING-0022,ローズヒップ由来ティリロサイド,ローズヒップティリロサイド,体脂肪|血糖値|腸内環境|血流|中性脂肪,Body Fat|Blood Sugar|Gut Health|Blood Circulation|Triglycerides,体脂肪|血糖调节|肠道健康|血液循环|甘油三酯,71,100,99,"米黒酢（国内製造）、ローズヒップエキス末 / 【桑の葉由来イミノシュガー】
桑葉末
【ローズヒップ由来ティリロサイド】
ローズヒップエキス末（ローズヒップエキス、デキストリン）
【有胞子性乳酸菌（Bacillus coagulans SANK70258）】
有胞子性乳酸菌（有胞子性乳酸菌、乳糖） / ローズヒップエキス末（機能性関与成分：ローズヒップ由来ティリロサイド）、糖転移ヘスペリジン（機能性関与成分：モノグルコシルヘスペリジン）",「ブレンディ」マイボトルスティック　いいこと毎日　緑茶　Ａ|からだを想うのんある酒場　レモンサワー　ノンアルコール|からだを想うのんある酒場　ワインスパークリング〈赤〉　ノンアルコール|からだを想うＡＬＬ－ＦＲＥＥ（オールフリー）|からだを想うＡＬＬ－ＦＲＥＥ（オールフリー）５００ｍｌ|からだ巡茶　Ａｄｖａｎｃｅ（アドバンス）|ぐーぴたっ　豆乳おからビスケット　アドバンス　バニラ|ぐーぴたっ　豆乳おからビスケット　アドバンス　ビターショコラ|つづけるプラス　黒烏龍茶|のんある酒場　レモンサワー＋プラス　ノンアルコール|ぷるんと蒟蒻Ｐｌｕｓ（プラス）　グレープフルーツ味|もずく黒酢|わさび＆ティリロサイド|アクエリアス　エスボディ|キユーピー　内臓脂肪ケア　フィッテ|サキナ　ローズヒップ|スリムケア　プラス|セブンプレミアム　アップルルイボスティー|セブンプレミアム　アールグレイ|セブンプレミアム　黒烏龍茶|ソシエ　ＦＢ（エフビー）ドリンクＲ|ノンアルでワインの休日プラス＋　赤|プレミアムカロリミット|プレミアム乳青|ローズキュットａ|ローズヒップ|一（はじめ）　一日一本　ジャスミン茶|一（はじめ）緑茶　一日一本|爽健美茶　やかんの濃麦茶|金印肉用きざみわさび
