ingredient_name,ingredient_id,base_category,function_id,function_tag_jp,function_tag_en,function_tag_cn,product_count_pair,product_count_ingredient,popularity_score,recommendation_score
ガレート型カテキン,ING-0048,緑茶カテキン,F14,目の健康,Eye Health,眼部健康,1,44,19,60
ガレート型カテキン,ING-0048,緑茶カテキン,F15,肌の健康,Skin Health,皮肤健康,1,44,19,60
酪酸菌,ING-0527,酪酸菌,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
酪酸菌,ING-0527,酪酸菌,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
NMN(ニコチンアミドモノヌクレオチド),ING-0528,NMN(ニコチンアミドモノヌク,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
イチョウ葉由来フラボノイド配糖体 イチョウ葉由来テルペンラクトン ルテイン ゼアキサンチン,ING-0529,ルテイン,F07,認知機能,Cognitive Function,认知功能,1,1,19,17
イチョウ葉由来フラボノイド配糖体 イチョウ葉由来テルペンラクトン ルテイン ゼアキサンチン,ING-0529,ルテイン,F08,集中力,Concentration,专注力,1,1,19,17
イチョウ葉由来フラボノイド配糖体 イチョウ葉由来テルペンラクトン ルテイン ゼアキサンチン,ING-0529,ルテイン,F14,目の健康,Eye Health,眼部健康,1,1,19,17
EPA・DHA,ING-0053,魚油（DHA・EPA）,F02,血糖値,Blood Sugar,血糖调节,1,38,19,59
パラチノース,ING-0250,パラチノース,F07,認知機能,Cognitive Function,认知功能,1,3,19,27
N-アセチルグルコサミン サケ鼻軟骨由来プロテオグリカン,ING-0530,グルコサミン,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
N-アセチルグルコサミン サケ鼻軟骨由来プロテオグリカン,ING-0530,グルコサミン,F12,骨の健康,Bone Health,骨骼健康,1,1,19,17
N-アセチルグルコサミン サケ鼻軟骨由来プロテオグリカン,ING-0530,グルコサミン,F13,関節,Joint Health,关节健康,1,1,19,17
N-アセチルグルコサミン サケ鼻軟骨由来プロテオグリカン,ING-0530,グルコサミン,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
プラズマ乳酸菌 コーヒー豆由来クロロゲン酸類,ING-0531,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
プラズマ乳酸菌 コーヒー豆由来クロロゲン酸類,ING-0531,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,1,1,19,17
シソ葉由来ロスマリン酸およびシソ葉由来フラボノイド類,ING-0533,ローズマリー由来成分,F26,アレルギー,Allergy Relief,抗过敏,1,1,19,17
クエン酸塩混合物,ING-0362,クエン酸塩混合物,F09,睡眠,Sleep Quality,睡眠质量,1,2,19,23
クエン酸塩混合物,ING-0362,クエン酸塩混合物,F10,リラックス,Stress Relief,放松减压,1,2,19,23
ラムナン硫酸,ING-0534,ラムナン硫酸,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
葛の花由来イソフラボン,ING-0014,大豆イソフラボン,F27,血管の健康,Vascular Health,血管健康,1,90,19,68
サケ鼻軟骨由来プロテオグリカン ブラックジンジャー由来ポリメトキシフラボン,ING-0535,プロテオグリカン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
サケ鼻軟骨由来プロテオグリカン ブラックジンジャー由来ポリメトキシフラボン,ING-0535,プロテオグリカン,F12,骨の健康,Bone Health,骨骼健康,1,1,19,17
サケ鼻軟骨由来プロテオグリカン ブラックジンジャー由来ポリメトキシフラボン,ING-0535,プロテオグリカン,F13,関節,Joint Health,关节健康,1,1,19,17
サケ鼻軟骨由来プロテオグリカン ブラックジンジャー由来ポリメトキシフラボン,ING-0535,プロテオグリカン,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
植物性乳酸菌 K-1,ING-0176,乳酸菌・プロバイオティクス,F02,血糖値,Blood Sugar,血糖调节,1,6,19,35
クロセチン,ING-0049,クロセチン,F03,血圧,Blood Pressure,血压,1,43,19,60
プラズマ乳酸菌,ING-0017,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,1,75,19,68
プラズマ乳酸菌,ING-0017,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,1,75,19,68
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F26,アレルギー,Allergy Relief,抗过敏,1,96,19,68
ビフィズス菌BB536,ING-0033,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,59,19,65
ビフィズス菌BB536,ING-0033,乳酸菌・プロバイオティクス,F20,血流,Blood Circulation,血液循环,1,59,19,65
ルテオリン ブラックジンジャー由来ポリメトキシフラボン,ING-0536,ルテオリン ブラックジンジャー,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
ルテオリン ブラックジンジャー由来ポリメトキシフラボン,ING-0536,ルテオリン ブラックジンジャー,F22,尿酸値,Uric Acid,尿酸水平,1,1,19,17
メチル化カテキン 茶カテキン,ING-0537,緑茶カテキン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
メチル化カテキン 茶カテキン,ING-0537,緑茶カテキン,F14,目の健康,Eye Health,眼部健康,1,1,19,17
メチル化カテキン 茶カテキン,ING-0537,緑茶カテキン,F26,アレルギー,Allergy Relief,抗过敏,1,1,19,17
カカオフラバノール,ING-0365,カカオフラバノール,F19,筋肉,Muscle Health,肌肉健康,1,2,19,23
オレイン酸,ING-0235,オレイン酸,F14,目の健康,Eye Health,眼部健康,1,4,19,30
ユーグレナグラシリス由来パラミロン,ING-0207,ユーグレナグラシリスパラミロン,F01,腸内環境,Gut Health,肠道健康,1,5,19,33
N-アセチルグルコサミン及びブラックジンジャー由来ポリメトキシフラボン,ING-0538,グルコサミン,F13,関節,Joint Health,关节健康,1,1,19,17
N-アセチルグルコサミン及びブラックジンジャー由来ポリメトキシフラボン,ING-0538,グルコサミン,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F12,骨の健康,Bone Health,骨骼健康,1,29,19,55
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F13,関節,Joint Health,关节健康,1,29,19,55
ブラックジンジャー由来ポリメトキシフラボン サラシア由来サラシノール,ING-0539,ブラックジンジャーポリメトキシ,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
ブラックジンジャー由来ポリメトキシフラボン サラシア由来サラシノール,ING-0539,ブラックジンジャーポリメトキシ,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
アメリカンジンセン由来ジンセノサイド,ING-0540,高麗人参,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,1,75,19,68
植物性乳酸菌K-2,ING-0130,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,10,19,41
グアーガム分解物(食物繊維),ING-0071,食物繊維,F09,睡眠,Sleep Quality,睡眠质量,1,25,19,53
グアーガム分解物(食物繊維),ING-0071,食物繊維,F10,リラックス,Stress Relief,放松减压,1,25,19,53
グアーガム分解物(食物繊維),ING-0071,食物繊維,F11,疲労感,Anti-Fatigue,抗疲劳,1,25,19,53
オレアノール酸,ING-0541,オレアノール酸,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
オレウロペイン,ING-0542,オレウロペイン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F10,リラックス,Stress Relief,放松减压,1,72,19,68
カカオフラバノール,ING-0365,カカオフラバノール,F06,コレステロール,Cholesterol,胆固醇,1,2,19,23
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F04,中性脂肪,Triglycerides,甘油三酯,1,37,19,58
クワンソウ由来ウンシノシドA,ING-0543,クワンソウウンシノシドA,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
クワンソウ由来ウンシノシドA,ING-0543,クワンソウウンシノシドA,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
L-オルニチン塩酸塩,ING-0544,L-オルニチン塩酸塩,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
DHA・EPA,ING-0034,魚油（DHA・EPA）,F03,血圧,Blood Pressure,血压,1,59,19,65
ジンセノサイドRg1,ING-0156,高麗人参,F06,コレステロール,Cholesterol,胆固醇,1,7,19,36
ジンセノサイドRg1,ING-0156,高麗人参,F17,抗酸化,Antioxidant,抗氧化,1,7,19,36
Rb1,ING-0204,Rb1,F06,コレステロール,Cholesterol,胆固醇,1,5,19,33
Rb1,ING-0204,Rb1,F17,抗酸化,Antioxidant,抗氧化,1,5,19,33
Rg3,ING-0174,Rg3,F06,コレステロール,Cholesterol,胆固醇,1,6,19,35
Rg3,ING-0174,Rg3,F17,抗酸化,Antioxidant,抗氧化,1,6,19,35
パッションフラワー由来フラボノイド,ING-0296,パッションフラワーフラボノイド,F14,目の健康,Eye Health,眼部健康,1,2,19,23
パッションフラワー由来フラボノイド,ING-0296,パッションフラワーフラボノイド,F15,肌の健康,Skin Health,皮肤健康,1,2,19,23
キューバ産ミツロウアルコール,ING-0545,キューバ産ミツロウアルコール,F13,関節,Joint Health,关节健康,1,1,19,17
ガレート型カテキン,ING-0048,緑茶カテキン,F17,抗酸化,Antioxidant,抗氧化,1,44,19,60
バナバ葉由来コロソリン酸,ING-0037,バナバ葉コロソリン酸,F06,コレステロール,Cholesterol,胆固醇,1,55,19,63
バナバ葉由来コロソリン酸,ING-0037,バナバ葉コロソリン酸,F17,抗酸化,Antioxidant,抗氧化,1,55,19,63
バナバ葉由来コロソリン酸,ING-0037,バナバ葉コロソリン酸,F22,尿酸値,Uric Acid,尿酸水平,1,55,19,63
オリーブ由来ヒドロキシチロソール,ING-0047,オリーブ由来成分,F22,尿酸値,Uric Acid,尿酸水平,1,44,19,60
ルテオリン,ING-0039,ルテオリン,F06,コレステロール,Cholesterol,胆固醇,1,53,19,63
ルテオリン,ING-0039,ルテオリン,F17,抗酸化,Antioxidant,抗氧化,1,53,19,63
プラズマ乳酸菌 カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート,ING-0546,乳酸菌・プロバイオティクス,F12,骨の健康,Bone Health,骨骼健康,1,1,19,17
プラズマ乳酸菌 カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート,ING-0546,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,1,1,19,17
プラズマ乳酸菌 カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート,ING-0546,乳酸菌・プロバイオティクス,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
乳酸菌 Lactococcus lactis H61,ING-0547,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
グロビン由来バリン-バリン-チロシン-プロリン,ING-0066,グロビンバリン-バリン-チロシ,F02,血糖値,Blood Sugar,血糖调节,1,28,19,54
グロビン由来バリン-バリン-チロシン-プロリン,ING-0066,グロビンバリン-バリン-チロシ,F03,血圧,Blood Pressure,血压,1,28,19,54
ヒドロキシクエン酸 植物性乳酸菌K-1,ING-0548,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F02,血糖値,Blood Sugar,血糖调节,1,96,19,68
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F07,認知機能,Cognitive Function,认知功能,1,96,19,68
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F02,血糖値,Blood Sugar,血糖调节,1,39,19,59
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F05,体脂肪,Body Fat,体脂肪,1,39,19,59
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸,ING-0025,3-(4-ヒドロキシ-3-メト,F07,認知機能,Cognitive Function,认知功能,1,68,19,66
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸,ING-0025,3-(4-ヒドロキシ-3-メト,F20,血流,Blood Circulation,血液循环,1,68,19,66
ルテイン,ING-0002,ルテイン,F05,体脂肪,Body Fat,体脂肪,1,254,19,68
L-92乳酸菌,ING-0104,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,1,14,19,45
グアーガム分解物(食物繊維),ING-0071,食物繊維,F16,免疫,Immunity,免疫力,1,25,19,53
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,ING-0549,GABA,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,ING-0549,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,ING-0549,GABA,F10,リラックス,Stress Relief,放松减压,1,1,19,17
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,ING-0549,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,ING-0549,GABA,F14,目の健康,Eye Health,眼部健康,1,1,19,17
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸 GABA,ING-0549,GABA,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
セリン,ING-0550,セリン,F13,関節,Joint Health,关节健康,1,1,19,17
EPA,ING-0043,魚油（DHA・EPA）,F13,関節,Joint Health,关节健康,1,49,19,62
B. breve MCC1274(ビフィズス菌B-3),ING-0551,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
B. breve MCC1274(ビフィズス菌B-3),ING-0551,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
B. breve MCC1274(ビフィズス菌B-3),ING-0551,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,1,1,19,17
クロセチン GABA,ING-0552,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
クロセチン GABA,ING-0552,GABA,F10,リラックス,Stress Relief,放松减压,1,1,19,17
クロセチン GABA,ING-0552,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
5-アミノレブリン酸リン酸塩,ING-0093,5-アミノレブリン酸リン酸塩,F15,肌の健康,Skin Health,皮肤健康,1,17,19,48
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F06,コレステロール,Cholesterol,胆固醇,1,72,19,68
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F02,血糖値,Blood Sugar,血糖调节,1,25,19,53
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F04,中性脂肪,Triglycerides,甘油三酯,1,25,19,53
ヒドロキシクエン酸,ING-0076,ガルシニア,F15,肌の健康,Skin Health,皮肤健康,1,23,19,52
ヒドロキシクエン酸,ING-0076,ガルシニア,F20,血流,Blood Circulation,血液循环,1,23,19,52
ヒハツ由来ピぺリン類,ING-0230,ヒハツ,F05,体脂肪,Body Fat,体脂肪,1,4,19,30
ヒハツ由来ピぺリン類,ING-0230,ヒハツ,F19,筋肉,Muscle Health,肌肉健康,1,4,19,30
γ-アミノ酪酸(ギャバ),ING-0268,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,3,19,27
γ-アミノ酪酸(ギャバ),ING-0268,GABA,F10,リラックス,Stress Relief,放松减压,1,3,19,27
γ-アミノ酪酸(ギャバ),ING-0268,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,1,3,19,27
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F07,認知機能,Cognitive Function,认知功能,1,37,19,58
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F09,睡眠,Sleep Quality,睡眠质量,1,37,19,58
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F14,目の健康,Eye Health,眼部健康,1,37,19,58
イチョウ葉由来フラボノイド配糖体,ING-0028,イチョウ葉,F13,関節,Joint Health,关节健康,1,64,19,66
イチョウ葉由来フラボノイド配糖体,ING-0028,イチョウ葉,F19,筋肉,Muscle Health,肌肉健康,1,64,19,66
イチョウ葉由来テルペンラクトン,ING-0029,イチョウ葉,F13,関節,Joint Health,关节健康,1,64,19,66
イチョウ葉由来テルペンラクトン,ING-0029,イチョウ葉,F19,筋肉,Muscle Health,肌肉健康,1,64,19,66
ノビレチン,ING-0371,ノビレチン,F07,認知機能,Cognitive Function,认知功能,1,2,19,23
杜仲葉由来ゲニポシド酸,ING-0553,杜仲葉ゲニポシド酸,F03,血圧,Blood Pressure,血压,1,1,19,17
杜仲葉由来ゲニポシド酸,ING-0553,杜仲葉ゲニポシド酸,F27,血管の健康,Vascular Health,血管健康,1,1,19,17
ラフマ由来ヒペロシド,ING-0016,ラフマヒペロシド,F05,体脂肪,Body Fat,体脂肪,1,87,19,68
ラフマ由来イソクエルシトリン,ING-0015,ラフマイソクエルシトリン,F05,体脂肪,Body Fat,体脂肪,1,88,19,68
納豆菌K-2株芽胞,ING-0554,ナットウキナーゼ,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
GABA(γ-アミノ酪酸),ING-0181,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,6,19,35
熟成にんにくエキス (指標成分:S-アリルシステイン、アルギニン),ING-0163,熟成にんにくエキス (指標成分,F20,血流,Blood Circulation,血液循环,1,6,19,35
納豆菌由来ナットウキナーゼ,ING-0078,ナットウキナーゼ,F13,関節,Joint Health,关节健康,1,22,19,51
グロビン蛋白分解物,ING-0555,グロビン蛋白分解物,F04,中性脂肪,Triglycerides,甘油三酯,1,1,19,17
ゲンクワニン5-O-β-プリメベロシド,ING-0240,ゲンクワニン5-O-β-プリメ,F20,血流,Blood Circulation,血液循环,1,4,19,30
マンギフェリン,ING-0241,マンギフェリン,F20,血流,Blood Circulation,血液循环,1,4,19,30
ビルベリー由来アントシアニン ルテイン,ING-0363,ルテイン,F15,肌の健康,Skin Health,皮肤健康,1,2,19,23
ノビレチン,ING-0371,ノビレチン,F14,目の健康,Eye Health,眼部健康,1,2,19,23
ノビレチン,ING-0371,ノビレチン,F26,アレルギー,Allergy Relief,抗过敏,1,2,19,23
β-ラクトグロブリン,ING-0556,β-ラクトグロブリン,F14,目の健康,Eye Health,眼部健康,1,1,19,17
β-ラクトグロブリン,ING-0556,β-ラクトグロブリン,F26,アレルギー,Allergy Relief,抗过敏,1,1,19,17
サケ鼻軟骨由来非変性II型コラーゲン,ING-0063,コラーゲン,F05,体脂肪,Body Fat,体脂肪,1,30,19,56
プラズマ乳酸菌 葛の花由来イソフラボン,ING-0557,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
プラズマ乳酸菌 葛の花由来イソフラボン,ING-0557,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,1,1,19,17
赤パプリカ由来キサントフィル,ING-0149,赤パプリカキサントフィル,F01,腸内環境,Gut Health,肠道健康,1,8,19,38
植物性乳酸菌 K-1,ING-0176,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,1,6,19,35
植物性乳酸菌 K-1,ING-0176,乳酸菌・プロバイオティクス,F17,抗酸化,Antioxidant,抗氧化,1,6,19,35
植物性乳酸菌 K-1,ING-0176,乳酸菌・プロバイオティクス,F19,筋肉,Muscle Health,肌肉健康,1,6,19,35
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F03,血圧,Blood Pressure,血压,1,29,19,55
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F09,睡眠,Sleep Quality,睡眠质量,1,29,19,55
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F10,リラックス,Stress Relief,放松减压,1,29,19,55
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F14,目の健康,Eye Health,眼部健康,1,29,19,55
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F15,肌の健康,Skin Health,皮肤健康,1,29,19,55
イミダゾールジペプチド,ING-0065,イミダゾールジペプチド,F19,筋肉,Muscle Health,肌肉健康,1,29,19,55
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F03,血圧,Blood Pressure,血压,1,8,19,38
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F09,睡眠,Sleep Quality,睡眠质量,1,8,19,38
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F10,リラックス,Stress Relief,放松减压,1,8,19,38
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F14,目の健康,Eye Health,眼部健康,1,8,19,38
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F15,肌の健康,Skin Health,皮肤健康,1,8,19,38
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F03,血圧,Blood Pressure,血压,1,17,19,48
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F15,肌の健康,Skin Health,皮肤健康,1,17,19,48
紅麹ポリケチド・りんご由来プロシアニジン,ING-0558,りんご,F06,コレステロール,Cholesterol,胆固醇,1,1,19,17
乳酸菌WB21,ING-0559,乳酸菌・プロバイオティクス,F23,口腔ケア,Oral Health,口腔健康,1,1,19,17
GABA ラフマ由来ヒペロシド,ING-0560,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
GABA ラフマ由来ヒペロシド,ING-0560,GABA,F10,リラックス,Stress Relief,放松减压,1,1,19,17
GABA ラフマ由来ヒペロシド,ING-0560,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
Bacillus coagulans SANK70258,ING-0561,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
デビルズクロー由来ハルパゴシド,ING-0562,デビルズクローハルパゴシド,F13,関節,Joint Health,关节健康,1,1,19,17
サケ鼻軟骨由来非変性II型コラーゲン,ING-0063,コラーゲン,F09,睡眠,Sleep Quality,睡眠质量,1,30,19,56
ラフマ由来ヒペロシド,ING-0016,ラフマヒペロシド,F13,関節,Joint Health,关节健康,1,87,19,68
ラフマ由来イソクエルシトリン,ING-0015,ラフマイソクエルシトリン,F13,関節,Joint Health,关节健康,1,88,19,68
フィコシアニン,ING-0563,フィコシアニン,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
大豆ベータコングリシン,ING-0564,大豆イソフラボン,F04,中性脂肪,Triglycerides,甘油三酯,1,1,19,17
大豆ベータコングリシン,ING-0564,大豆イソフラボン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
甘草由来グラブリジン,ING-0282,甘草グラブリジン,F10,リラックス,Stress Relief,放松减压,1,3,19,27
甘草由来グラブリジン,ING-0282,甘草グラブリジン,F11,疲労感,Anti-Fatigue,抗疲劳,1,3,19,27
甘草由来グラブリジン,ING-0282,甘草グラブリジン,F17,抗酸化,Antioxidant,抗氧化,1,3,19,27
還元型コエンザイムQ10,ING-0011,コエンザイムQ10,F05,体脂肪,Body Fat,体脂肪,1,101,19,68
クレモリス菌FC株 ビフィズス菌BB536,ING-0565,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
カカオポリフェノール,ING-0312,ブドウ由来成分,F01,腸内環境,Gut Health,肠道健康,1,2,19,23
カカオポリフェノール,ING-0312,ブドウ由来成分,F20,血流,Blood Circulation,血液循环,1,2,19,23
カカオリグニン,ING-0567,カカオリグニン,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
カカオリグニン,ING-0567,カカオリグニン,F20,血流,Blood Circulation,血液循环,1,1,19,17
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F04,中性脂肪,Triglycerides,甘油三酯,1,39,19,59
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F09,睡眠,Sleep Quality,睡眠质量,1,39,19,59
ゼアキサンチン,ING-0007,ルテイン,F04,中性脂肪,Triglycerides,甘油三酯,1,151,19,68
コーヒー生豆由来クロロゲン酸類,ING-0568,コーヒー由来成分,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
甘草由来グラブリジン,ING-0282,甘草グラブリジン,F19,筋肉,Muscle Health,肌肉健康,1,3,19,27
ヒドロキシクエン酸,ING-0076,ガルシニア,F04,中性脂肪,Triglycerides,甘油三酯,1,23,19,52
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F19,筋肉,Muscle Health,肌肉健康,1,72,19,68
モノグルコシルヘスペリジン,ING-0055,モノグルコシルヘスペリジン,F07,認知機能,Cognitive Function,认知功能,1,36,19,58
モノグルコシルヘスペリジン,ING-0055,モノグルコシルヘスペリジン,F08,集中力,Concentration,专注力,1,36,19,58
ウーロン茶重合ポリフェノール,ING-0569,ブドウ由来成分,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
デルフィニジン3,ING-0380,デルフィニジン3,F10,リラックス,Stress Relief,放松减压,1,2,19,23
5-ジグルコシド,ING-0280,5-ジグルコシド,F10,リラックス,Stress Relief,放松减压,1,3,19,27
イヌリン,ING-0005,イヌリン,F07,認知機能,Cognitive Function,认知功能,1,160,19,68
イヌリン,ING-0005,イヌリン,F08,集中力,Concentration,专注力,1,160,19,68
イヌリン,ING-0005,イヌリン,F20,血流,Blood Circulation,血液循环,1,160,19,68
クロロゲン酸,ING-0131,コーヒー由来成分,F07,認知機能,Cognitive Function,认知功能,1,10,19,41
クロロゲン酸,ING-0131,コーヒー由来成分,F08,集中力,Concentration,专注力,1,10,19,41
クロロゲン酸,ING-0131,コーヒー由来成分,F20,血流,Blood Circulation,血液循环,1,10,19,41
ビフィズス菌N61株,ING-0570,乳酸菌・プロバイオティクス,F07,認知機能,Cognitive Function,认知功能,1,1,19,17
ビフィズス菌N61株,ING-0570,乳酸菌・プロバイオティクス,F08,集中力,Concentration,专注力,1,1,19,17
ビフィズス菌N61株,ING-0570,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,1,1,19,17
GABA カツオ由来エラスチンペプチド,ING-0571,GABA,F03,血圧,Blood Pressure,血压,1,1,19,17
GABA カツオ由来エラスチンペプチド,ING-0571,GABA,F27,血管の健康,Vascular Health,血管健康,1,1,19,17
難消化性デキストリン(食物繊維),ING-0006,食物繊維,F07,認知機能,Cognitive Function,认知功能,1,155,19,68
難消化性デキストリン(食物繊維),ING-0006,食物繊維,F10,リラックス,Stress Relief,放松减压,1,155,19,68
カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート,ING-0089,カルシウム,F05,体脂肪,Body Fat,体脂肪,1,18,19,48
ピセアタンノール ヒハツ由来ピペリン類,ING-0572,ヒハツ,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
ピセアタンノール ヒハツ由来ピペリン類,ING-0572,ヒハツ,F20,血流,Blood Circulation,血液循环,1,1,19,17
パイナップル由来グルコシルセラミド,ING-0035,セラミド,F14,目の健康,Eye Health,眼部健康,1,57,19,64
パイナップル由来グルコシルセラミド,ING-0035,セラミド,F17,抗酸化,Antioxidant,抗氧化,1,57,19,64
マンゴスチン由来ロダンテノンB,ING-0573,マンゴスチンロダンテノンB,F10,リラックス,Stress Relief,放松减压,1,1,19,17
マンゴスチン由来ロダンテノンB,ING-0573,マンゴスチンロダンテノンB,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
ガラクトマンナン(食物繊維),ING-0574,食物繊維,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
赤ブドウ葉由来ポリフェノール,ING-0575,ブドウ由来成分,F20,血流,Blood Circulation,血液循环,1,1,19,17
